,zone,id,distance,density
232,N,UV-3,160.0,2.39816
233,N,UV-3,165.0,1.59878
234,N,UV-3,170.0,0.799388
235,N,UV-3,175.0,2.39816
236,N,UV-3,180.0,1.59878
237,N,UV-3,185.0,0.399694
238,N,UV-3,190.0,0.799388
239,N,UV-3,195.0,2.39816
240,N,UV-3,200.0,1.59878
241,N,UV-3,205.0,0.799388
242,N,UV-3,210.0,0.799388
243,N,UV-3,215.0,0.799388
244,N,UV-3,220.0,1.59878
245,N,UV-3,225.0,2.39816
246,N,UV-3,230.0,2.39816
247,N,UV-3,235.0,2.39816
248,N,UV-3,240.0,0.799388
249,N,UV-3,245.0,0.799388
250,N,UV-3,250.0,0.399694
251,N,UV-3,255.0,0.399694
252,N,UV-3,260.0,2.39816
253,N,UV-3,265.0,2.39816
254,N,UV-3,270.0,1.19908
255,N,UV-3,275.0,2.79786
256,N,UV-3,280.0,1.19908
257,N,UV-3,285.0,0.0
258,N,UV-3,290.0,1.99847
259,N,UV-3,295.0,1.19908
260,N,UV-3,300.0,0.799388
261,N,UV-3,305.0,1.59878
262,N,UV-3,310.0,0.799388
263,N,UV-3,315.0,1.59878
264,N,UV-3,320.0,0.799388
265,N,UV-3,325.0,0.799388
266,N,UV-3,330.0,1.19908
267,N,UV-3,335.0,0.799388
268,N,UV-3,340.0,2.79786
269,N,UV-3,345.0,0.799388
270,N,UV-3,350.0,0.399694
271,N,UV-3,355.0,0.399694
272,N,UV-3,360.0,1.59878
273,N,UV-3,365.0,1.59878
274,N,UV-3,370.0,0.399694
275,N,UV-3,375.0,1.19908
276,N,UV-3,380.0,0.0
277,N,UV-3,385.0,1.59878
278,N,UV-3,390.0,1.59878
279,N,UV-3,395.0,0.799388
280,N,UV-3,400.0,1.59878
281,N,UV-3,405.0,1.19908
282,N,UV-3,410.0,1.99847
283,N,UV-3,415.0,0.399694
284,N,UV-3,420.0,2.39816
285,N,UV-3,425.0,1.99847
286,N,UV-3,430.0,1.59878
287,N,UV-3,435.0,0.0
288,N,UV-3,440.0,1.59878
289,N,UV-3,445.0,0.0
290,N,UV-3,450.0,0.399694
291,N,UV-3,455.0,1.59878
292,N,UV-3,460.0,1.19908
293,N,UV-3,465.0,0.799388
294,N,UV-3,470.0,0.799388
295,N,UV-3,475.0,0.799388
296,N,UV-3,480.0,1.59878
297,N,UV-3,485.0,1.19908
298,N,UV-3,490.0,0.799388
299,N,UV-3,495.0,0.799388
300,N,UV-4,0.0,0.0
301,N,UV-4,5.0,0.0
302,N,UV-4,10.0,0.0
303,N,UV-4,15.0,0.0
304,N,UV-4,20.0,0.0
305,N,UV-4,25.0,1.07463
306,N,UV-4,30.0,1.07463
307,N,UV-4,35.0,3.22389
308,N,UV-4,40.0,1.61194
309,N,UV-4,45.0,3.7612
310,N,UV-4,50.0,2.68657
311,N,UV-4,55.0,3.7612
312,N,UV-4,60.0,6.44777
313,N,UV-4,65.0,5.37314
314,N,UV-4,70.0,2.14926
315,N,UV-4,75.0,4.29852
316,N,UV-4,80.0,2.68657
317,N,UV-4,85.0,1.07463
318,N,UV-4,90.0,3.7612
319,N,UV-4,95.0,1.07463
320,N,UV-4,100.0,2.14926
321,N,UV-4,105.0,4.29852
322,N,UV-4,110.0,2.14926
323,N,UV-4,115.0,1.61194
324,N,UV-4,120.0,1.07463
325,N,UV-4,125.0,1.61194
326,N,UV-4,130.0,4.29852
327,N,UV-4,135.0,3.22389
328,N,UV-4,140.0,2.14926
329,N,UV-4,145.0,2.68657
330,N,UV-4,150.0,3.7612
331,N,UV-4,155.0,1.61194
332,N,UV-4,160.0,4.83583
333,N,UV-4,165.0,0.537314
334,N,UV-4,170.0,2.14926
335,N,UV-4,175.0,1.07463
336,N,UV-4,180.0,1.61194
337,N,UV-4,185.0,1.61194
338,N,UV-4,190.0,2.14926
339,N,UV-4,195.0,1.61194
340,N,UV-4,200.0,2.68657
341,N,UV-4,205.0,2.14926
342,N,UV-4,210.0,1.07463
343,N,UV-4,215.0,1.61194
344,N,UV-4,220.0,1.61194
345,N,UV-4,225.0,1.61194
346,N,UV-4,230.0,1.07463
347,N,UV-4,235.0,0.537314
348,N,UV-4,240.0,1.07463
349,N,UV-4,245.0,0.537314
350,N,UV-4,250.0,1.61194
351,N,UV-4,255.0,2.14926
352,N,UV-4,260.0,0.537314
353,N,UV-4,265.0,1.61194
354,N,UV-4,270.0,1.07463
355,N,UV-4,275.0,1.07463
356,N,UV-4,280.0,3.7612
357,N,UV-4,285.0,0.537314
358,N,UV-4,290.0,1.61194
359,N,UV-4,295.0,1.07463
360,N,UV-4,300.0,0.537314
361,N,UV-4,305.0,1.61194
362,N,UV-4,310.0,0.537314
363,N,UV-4,315.0,0.537314
364,N,UV-4,320.0,0.0
365,N,UV-4,325.0,0.537314
366,N,UV-4,330.0,0.537314
367,N,UV-4,335.0,1.07463
368,N,UV-4,340.0,0.0
369,N,UV-4,345.0,0.537314
370,N,UV-4,350.0,0.0
371,N,UV-4,355.0,0.0
372,N,UV-4,360.0,0.537314
373,N,UV-4,365.0,0.537314
374,N,UV-4,370.0,1.07463
375,N,UV-4,375.0,0.0
376,N,UV-4,380.0,0.0
377,N,UV-4,385.0,0.0
378,N,UV-4,390.0,0.0
379,N,UV-4,395.0,0.0
380,N,UV-4,400.0,0.0
381,N,UV-4,405.0,0.537314
382,N,UV-4,410.0,0.0
383,N,UV-4,415.0,0.0
384,N,UV-4,420.0,0.0
385,N,UV-4,425.0,0.0
386,N,UV-4,430.0,0.0
387,N,UV-4,435.0,0.0
388,N,UV-4,440.0,0.0
389,N,UV-4,445.0,0.0
390,N,UV-4,450.0,0.537314
391,N,UV-4,455.0,1.07463
392,N,UV-4,460.0,0.0
393,N,UV-4,465.0,0.537314
394,N,UV-4,470.0,0.0
395,N,UV-4,475.0,0.0
396,N,UV-4,480.0,0.0
397,N,UV-4,485.0,0.0
398,N,UV-4,490.0,0.0
399,N,UV-4,495.0,0.0
400,N,UV-5,0.0,0.0
401,N,UV-5,5.0,0.0
402,N,UV-5,10.0,0.0
403,N,UV-5,15.0,0.0
404,N,UV-5,20.0,0.406517
405,N,UV-5,25.0,0.406517
406,N,UV-5,30.0,3.25213
407,N,UV-5,35.0,4.8782
408,N,UV-5,40.0,2.03258
409,N,UV-5,45.0,4.8782
410,N,UV-5,50.0,4.8782
411,N,UV-5,55.0,4.06517
412,N,UV-5,60.0,2.84562
413,N,UV-5,65.0,3.65865
414,N,UV-5,70.0,2.03258
415,N,UV-5,75.0,1.62607
416,N,UV-5,80.0,1.62607
417,N,UV-5,85.0,2.4391
418,N,UV-5,90.0,1.21955
419,N,UV-5,95.0,1.62607
420,N,UV-5,100.0,2.03258
421,N,UV-5,105.0,2.03258
422,N,UV-5,110.0,1.21955
423,N,UV-5,115.0,1.21955
424,N,UV-5,120.0,2.03258
425,N,UV-5,125.0,2.84562
426,N,UV-5,130.0,1.62607
427,N,UV-5,135.0,1.21955
428,N,UV-5,140.0,0.813033
429,N,UV-5,145.0,2.03258
430,N,UV-5,150.0,1.21955
431,N,UV-5,155.0,1.62607
432,N,UV-5,160.0,1.62607
433,N,UV-5,165.0,1.21955
434,N,UV-5,170.0,2.4391
435,N,UV-5,175.0,1.21955
436,N,UV-5,180.0,0.406517
437,N,UV-5,185.0,1.62607
438,N,UV-5,190.0,2.03258
439,N,UV-5,195.0,1.21955
440,N,UV-5,200.0,0.406517
441,N,UV-5,205.0,1.62607
442,N,UV-5,210.0,1.21955
443,N,UV-5,215.0,0.813033
444,N,UV-5,220.0,1.21955
445,N,UV-5,225.0,1.62607
446,N,UV-5,230.0,1.21955
447,N,UV-5,235.0,0.813033
448,N,UV-5,240.0,1.62607
449,N,UV-5,245.0,1.21955
450,N,UV-5,250.0,1.21955
451,N,UV-5,255.0,2.03258
452,N,UV-5,260.0,0.406517
453,N,UV-5,265.0,1.62607
454,N,UV-5,270.0,1.62607
455,N,UV-5,275.0,0.813033
456,N,UV-5,280.0,0.813033
457,N,UV-5,285.0,0.406517
458,N,UV-5,290.0,0.813033
459,N,UV-5,295.0,0.813033
460,N,UV-5,300.0,2.03258
461,N,UV-5,305.0,0.813033
462,N,UV-5,310.0,1.62607
463,N,UV-5,315.0,1.21955
464,N,UV-5,320.0,1.21955
465,N,UV-5,325.0,0.813033
466,N,UV-5,330.0,2.03258
467,N,UV-5,335.0,1.21955
468,N,UV-5,340.0,1.62607
469,N,UV-5,345.0,0.406517
470,N,UV-5,350.0,2.03258
471,N,UV-5,355.0,0.406517
472,N,UV-5,360.0,1.21955
473,N,UV-5,365.0,2.4391
474,N,UV-5,370.0,0.813033
475,N,UV-5,375.0,0.406517
476,N,UV-5,380.0,1.62607
477,N,UV-5,385.0,1.21955
478,N,UV-5,390.0,2.03258
479,N,UV-5,395.0,1.21955
480,N,UV-5,400.0,0.813033
481,N,UV-5,405.0,1.21955
482,N,UV-5,410.0,1.62607
483,N,UV-5,415.0,0.813033
484,N,UV-5,420.0,0.0
485,N,UV-5,425.0,0.406517
486,N,UV-5,430.0,2.03258
487,N,UV-5,435.0,0.813033
488,N,UV-5,440.0,1.62607
489,N,UV-5,445.0,0.813033
490,N,UV-5,450.0,0.813033
491,N,UV-5,455.0,0.406517
492,N,UV-5,460.0,0.0
493,N,UV-5,465.0,0.813033
494,N,UV-5,470.0,0.406517
495,N,UV-5,475.0,0.813033
496,N,UV-5,480.0,0.406517
497,N,UV-5,485.0,0.813033
498,N,UV-5,490.0,0.406517
499,N,UV-5,495.0,0.406517
500,N,UV-6,0.0,0.0
501,N,UV-6,5.0,0.0
502,N,UV-6,10.0,0.368506
503,N,UV-6,15.0,0.0
504,N,UV-6,20.0,0.0
505,N,UV-6,25.0,0.368506
506,N,UV-6,30.0,3.31656
507,N,UV-6,35.0,2.94805
508,N,UV-6,40.0,8.10714
509,N,UV-6,45.0,6.26461
510,N,UV-6,50.0,4.42208
511,N,UV-6,55.0,2.57954
512,N,UV-6,60.0,2.57954
513,N,UV-6,65.0,3.68506
514,N,UV-6,70.0,2.57954
515,N,UV-6,75.0,2.21104
516,N,UV-6,80.0,1.47403
517,N,UV-6,85.0,2.21104
518,N,UV-6,90.0,1.10552
519,N,UV-6,95.0,2.21104
520,N,UV-6,100.0,2.57954
521,N,UV-6,105.0,1.84253
522,N,UV-6,110.0,1.47403
523,N,UV-6,115.0,1.10552
524,N,UV-6,120.0,1.84253
525,N,UV-6,125.0,0.368506
526,N,UV-6,130.0,1.47403
527,N,UV-6,135.0,1.10552
528,N,UV-6,140.0,1.47403
529,N,UV-6,145.0,1.47403
530,N,UV-6,150.0,0.737013
531,N,UV-6,155.0,0.737013
532,N,UV-6,160.0,2.21104
533,N,UV-6,165.0,0.737013
534,N,UV-6,170.0,1.47403
535,N,UV-6,175.0,0.737013
536,N,UV-6,180.0,1.84253
537,N,UV-6,185.0,1.10552
538,N,UV-6,190.0,1.10552
539,N,UV-6,195.0,1.47403
540,N,UV-6,200.0,0.737013
541,N,UV-6,205.0,1.84253
542,N,UV-6,210.0,1.84253
543,N,UV-6,215.0,1.47403
544,N,UV-6,220.0,0.737013
545,N,UV-6,225.0,0.737013
546,N,UV-6,230.0,2.57954
547,N,UV-6,235.0,2.21104
548,N,UV-6,240.0,2.57954
549,N,UV-6,245.0,1.47403
550,N,UV-6,250.0,0.368506
551,N,UV-6,255.0,1.47403
552,N,UV-6,260.0,1.10552
553,N,UV-6,265.0,1.10552
554,N,UV-6,270.0,1.10552
555,N,UV-6,275.0,1.84253
556,N,UV-6,280.0,0.737013
557,N,UV-6,285.0,1.10552
558,N,UV-6,290.0,0.737013
559,N,UV-6,295.0,1.84253
560,N,UV-6,300.0,1.84253
561,N,UV-6,305.0,1.10552
562,N,UV-6,310.0,1.84253
563,N,UV-6,315.0,1.84253
564,N,UV-6,320.0,1.47403
565,N,UV-6,325.0,1.10552
566,N,UV-6,330.0,0.737013
567,N,UV-6,335.0,0.737013
568,N,UV-6,340.0,1.47403
569,N,UV-6,345.0,1.10552
570,N,UV-6,350.0,1.47403
571,N,UV-6,355.0,0.368506
572,N,UV-6,360.0,1.10552
573,N,UV-6,365.0,2.21104
574,N,UV-6,370.0,1.84253
575,N,UV-6,375.0,1.10552
576,N,UV-6,380.0,0.737013
577,N,UV-6,385.0,1.47403
578,N,UV-6,390.0,0.368506
579,N,UV-6,395.0,0.737013
580,N,UV-6,400.0,1.10552
581,N,UV-6,405.0,0.368506
582,N,UV-6,410.0,1.84253
583,N,UV-6,415.0,1.10552
584,N,UV-6,420.0,0.737013
585,N,UV-6,425.0,0.737013
586,N,UV-6,430.0,1.10552
587,N,UV-6,435.0,1.10552
588,N,UV-6,440.0,0.737013
589,N,UV-6,445.0,0.737013
590,N,UV-6,450.0,0.368506
591,N,UV-6,455.0,0.368506
592,N,UV-6,460.0,1.47403
593,N,UV-6,465.0,1.10552
594,N,UV-6,470.0,1.10552
595,N,UV-6,475.0,0.368506
596,N,UV-6,480.0,0.0
597,N,UV-6,485.0,1.10552
598,N,UV-6,490.0,1.47403
599,N,UV-6,495.0,0.368506
600,D,UV-1,0.0,0.0
601,D,UV-1,5.0,0.0
602,D,UV-1,10.0,0.0
603,D,UV-1,15.0,0.0
604,D,UV-1,20.0,0.0
605,D,UV-1,25.0,0.545299
606,D,UV-1,30.0,2.1812
607,D,UV-1,35.0,4.90769
608,D,UV-1,40.0,8.72479
609,D,UV-1,45.0,8.72479
610,D,UV-1,50.0,4.36239
611,D,UV-1,55.0,1.0906
612,D,UV-1,60.0,2.1812
613,D,UV-1,65.0,2.1812
614,D,UV-1,70.0,2.1812
615,D,UV-1,75.0,3.2718
616,D,UV-1,80.0,2.1812
617,D,UV-1,85.0,0.545299
618,D,UV-1,90.0,1.0906
619,D,UV-1,95.0,2.7265
620,D,UV-1,100.0,0.545299
621,D,UV-1,105.0,1.0906
622,D,UV-1,110.0,2.7265
623,D,UV-1,115.0,2.7265
624,D,UV-1,120.0,1.0906
625,D,UV-1,125.0,2.1812
626,D,UV-1,130.0,3.2718
627,D,UV-1,135.0,1.6359
628,D,UV-1,140.0,1.0906
629,D,UV-1,145.0,1.6359
630,D,UV-1,150.0,0.0
631,D,UV-1,155.0,1.0906
632,D,UV-1,160.0,1.0906
633,D,UV-1,165.0,1.0906
634,D,UV-1,170.0,2.7265
635,D,UV-1,175.0,1.0906
636,D,UV-1,180.0,1.0906
637,D,UV-1,185.0,1.0906
638,D,UV-1,190.0,1.0906
639,D,UV-1,195.0,2.1812
640,D,UV-1,200.0,1.0906
641,D,UV-1,205.0,0.545299
642,D,UV-1,210.0,1.6359
643,D,UV-1,215.0,1.0906
644,D,UV-1,220.0,2.1812
645,D,UV-1,225.0,0.545299
646,D,UV-1,230.0,0.545299
647,D,UV-1,235.0,1.0906
648,D,UV-1,240.0,1.0906
649,D,UV-1,245.0,0.545299
650,D,UV-1,250.0,1.0906
651,D,UV-1,255.0,0.0
652,D,UV-1,260.0,2.1812
653,D,UV-1,265.0,0.545299
654,D,UV-1,270.0,0.545299
655,D,UV-1,275.0,0.545299
656,D,UV-1,280.0,1.0906
657,D,UV-1,285.0,0.545299
658,D,UV-1,290.0,0.545299
659,D,UV-1,295.0,0.0
660,D,UV-1,300.0,0.545299
661,D,UV-1,305.0,0.0
662,D,UV-1,310.0,0.545299
663,D,UV-1,315.0,0.0
664,D,UV-1,320.0,0.0
665,D,UV-1,325.0,0.0
666,D,UV-1,330.0,0.0
667,D,UV-1,335.0,0.545299
668,D,UV-1,340.0,1.0906
669,D,UV-1,345.0,0.545299
670,D,UV-1,350.0,0.0
671,D,UV-1,355.0,0.0
672,D,UV-1,360.0,0.0
673,D,UV-1,365.0,0.0
674,D,UV-1,370.0,0.0
675,D,UV-1,375.0,0.0
676,D,UV-1,380.0,0.0
677,D,UV-1,385.0,0.0
678,D,UV-1,390.0,0.0
679,D,UV-1,395.0,0.545299
680,D,UV-1,400.0,0.0
681,D,UV-1,405.0,0.0
682,D,UV-1,410.0,0.545299
683,D,UV-1,415.0,0.0
684,D,UV-1,420.0,0.0
685,D,UV-1,425.0,0.0
686,D,UV-1,430.0,0.0
687,D,UV-1,435.0,0.0
688,D,UV-1,440.0,0.0
689,D,UV-1,445.0,0.0
690,D,UV-1,450.0,0.0
691,D,UV-1,455.0,0.0
692,D,UV-1,460.0,0.545299
693,D,UV-1,465.0,0.0
694,D,UV-1,470.0,0.0
695,D,UV-1,475.0,0.0
696,D,UV-1,480.0,0.0
697,D,UV-1,485.0,0.0
698,D,UV-1,490.0,0.0
699,D,UV-1,495.0,0.0
700,D,UV-2,0.0,0.0
701,D,UV-2,5.0,0.0
702,D,UV-2,10.0,0.0
703,D,UV-2,15.0,0.0
704,D,UV-2,20.0,0.811923
705,D,UV-2,25.0,1.62385
706,D,UV-2,30.0,3.24769
707,D,UV-2,35.0,6.49538
708,D,UV-2,40.0,9.74307
709,D,UV-2,45.0,4.87154
710,D,UV-2,50.0,4.87154
711,D,UV-2,55.0,0.811923
712,D,UV-2,60.0,0.0
713,D,UV-2,65.0,3.24769
714,D,UV-2,70.0,1.62385
715,D,UV-2,75.0,3.24769
716,D,UV-2,80.0,1.62385
717,D,UV-2,85.0,1.62385
718,D,UV-2,90.0,6.49538
719,D,UV-2,95.0,1.62385
720,D,UV-2,100.0,3.24769
721,D,UV-2,105.0,1.62385
722,D,UV-2,110.0,3.24769
723,D,UV-2,115.0,0.811923
724,D,UV-2,120.0,0.0
725,D,UV-2,125.0,2.43577
726,D,UV-2,130.0,0.811923
727,D,UV-2,135.0,2.43577
728,D,UV-2,140.0,1.62385
729,D,UV-2,145.0,0.811923
730,D,UV-2,150.0,1.62385
731,D,UV-2,155.0,1.62385
732,D,UV-2,160.0,1.62385
733,D,UV-2,165.0,1.62385
734,D,UV-2,170.0,0.811923
735,D,UV-2,175.0,0.811923
736,D,UV-2,180.0,0.811923
737,D,UV-2,185.0,5.68346
738,D,UV-2,190.0,1.62385
739,D,UV-2,195.0,1.62385
740,D,UV-2,200.0,4.05961
741,D,UV-2,205.0,4.05961
742,D,UV-2,210.0,2.43577
743,D,UV-2,215.0,0.0
744,D,UV-2,220.0,0.0
745,D,UV-2,225.0,2.43577
746,D,UV-2,230.0,2.43577
747,D,UV-2,235.0,2.43577
748,D,UV-2,240.0,3.24769
749,D,UV-2,245.0,2.43577
750,D,UV-2,250.0,2.43577
751,D,UV-2,255.0,2.43577
752,D,UV-2,260.0,0.811923
753,D,UV-2,265.0,0.0
754,D,UV-2,270.0,1.62385
755,D,UV-2,275.0,0.0
756,D,UV-2,280.0,0.811923
757,D,UV-2,285.0,1.62385
758,D,UV-2,290.0,1.62385
759,D,UV-2,295.0,1.62385
760,D,UV-2,300.0,0.811923
761,D,UV-2,305.0,0.811923
762,D,UV-2,310.0,0.0
763,D,UV-2,315.0,0.0
764,D,UV-2,320.0,1.62385
765,D,UV-2,325.0,0.811923
766,D,UV-2,330.0,0.811923
767,D,UV-2,335.0,1.62385
768,D,UV-2,340.0,0.0
769,D,UV-2,345.0,0.811923
770,D,UV-2,350.0,1.62385
771,D,UV-2,355.0,0.811923
772,D,UV-2,360.0,1.62385
773,D,UV-2,365.0,0.0
774,D,UV-2,370.0,0.0
775,D,UV-2,375.0,1.62385
776,D,UV-2,380.0,0.0
777,D,UV-2,385.0,0.811923
778,D,UV-2,390.0,0.0
779,D,UV-2,395.0,0.0
780,D,UV-2,400.0,1.62385
781,D,UV-2,405.0,0.0
782,D,UV-2,410.0,0.0
783,D,UV-2,415.0,0.0
784,D,UV-2,420.0,0.811923
785,D,UV-2,425.0,0.811923
786,D,UV-2,430.0,0.0
787,D,UV-2,435.0,0.0
788,D,UV-2,440.0,0.0
789,D,UV-2,445.0,0.0
790,D,UV-2,450.0,0.0
791,D,UV-2,455.0,0.0
792,D,UV-2,460.0,0.0
793,D,UV-2,465.0,0.0
794,D,UV-2,470.0,0.0
795,D,UV-2,475.0,0.811923
796,D,UV-2,480.0,0.0
797,D,UV-2,485.0,0.0
798,D,UV-2,490.0,0.0
799,D,UV-2,495.0,0.811923
800,D,UV-3,0.0,0.0
801,D,UV-3,5.0,0.0
802,D,UV-3,10.0,0.0
803,D,UV-3,15.0,0.0
804,D,UV-3,20.0,0.0
805,D,UV-3,25.0,0.0
806,D,UV-3,30.0,1.63065
807,D,UV-3,35.0,4.34839
808,D,UV-3,40.0,7.06614
809,D,UV-3,45.0,9.24033
810,D,UV-3,50.0,4.89194
811,D,UV-3,55.0,4.34839
812,D,UV-3,60.0,0.543549
813,D,UV-3,65.0,3.26129
814,D,UV-3,70.0,1.63065
815,D,UV-3,75.0,2.71774
816,D,UV-3,80.0,4.34839
817,D,UV-3,85.0,0.543549
818,D,UV-3,90.0,1.63065
819,D,UV-3,95.0,1.63065
820,D,UV-3,100.0,1.0871
821,D,UV-3,105.0,0.0
822,D,UV-3,110.0,0.543549
823,D,UV-3,115.0,0.0
824,D,UV-3,120.0,0.0
825,D,UV-3,125.0,1.63065
826,D,UV-3,130.0,0.0
827,D,UV-3,135.0,2.1742
828,D,UV-3,140.0,0.543549
829,D,UV-3,145.0,0.543549
830,D,UV-3,150.0,0.0
831,D,UV-3,155.0,1.0871
832,D,UV-3,160.0,0.543549
833,D,UV-3,165.0,0.0
834,D,UV-3,170.0,0.543549
835,D,UV-3,175.0,0.543549
836,D,UV-3,180.0,0.0
837,D,UV-3,185.0,0.0
838,D,UV-3,190.0,0.543549
839,D,UV-3,195.0,1.0871
840,D,UV-3,200.0,1.0871
841,D,UV-3,205.0,0.0
842,D,UV-3,210.0,0.543549
843,D,UV-3,215.0,0.543549
844,D,UV-3,220.0,0.543549
845,D,UV-3,225.0,1.0871
846,D,UV-3,230.0,0.0
847,D,UV-3,235.0,0.543549
848,D,UV-3,240.0,1.0871
849,D,UV-3,245.0,0.0
850,D,UV-3,250.0,0.543549
851,D,UV-3,255.0,0.543549
852,D,UV-3,260.0,0.543549
853,D,UV-3,265.0,0.543549
854,D,UV-3,270.0,0.543549
855,D,UV-3,275.0,0.0
856,D,UV-3,280.0,0.0
857,D,UV-3,285.0,0.0
858,D,UV-3,290.0,0.0
859,D,UV-3,295.0,0.543549
860,D,UV-3,300.0,0.543549
861,D,UV-3,305.0,0.0
862,D,UV-3,310.0,0.0
863,D,UV-3,315.0,0.543549
864,D,UV-3,320.0,0.543549
865,D,UV-3,325.0,1.0871
866,D,UV-3,330.0,0.0
867,D,UV-3,335.0,0.0
868,D,UV-3,340.0,0.543549
869,D,UV-3,345.0,0.543549
870,D,UV-3,350.0,0.0
871,D,UV-3,355.0,0.0
872,D,UV-3,360.0,0.0
873,D,UV-3,365.0,0.0
874,D,UV-3,370.0,0.0
875,D,UV-3,375.0,0.543549
876,D,UV-3,380.0,0.543549
877,D,UV-3,385.0,0.0
878,D,UV-3,390.0,0.543549
879,D,UV-3,395.0,0.0
880,D,UV-3,400.0,0.543549
881,D,UV-3,405.0,0.0
882,D,UV-3,410.0,0.543549
883,D,UV-3,415.0,0.0
884,D,UV-3,420.0,0.0
885,D,UV-3,425.0,0.543549
886,D,UV-3,430.0,0.0
887,D,UV-3,435.0,0.543549
888,D,UV-3,440.0,0.0
889,D,UV-3,445.0,0.0
890,D,UV-3,450.0,0.0
891,D,UV-3,455.0,0.0
892,D,UV-3,460.0,0.0
893,D,UV-3,465.0,0.0
894,D,UV-3,470.0,0.0
895,D,UV-3,475.0,0.0
896,D,UV-3,480.0,0.0
897,D,UV-3,485.0,0.0
898,D,UV-3,490.0,0.0
899,D,UV-3,495.0,0.543549
900,D,UV-4,0.0,0.0
901,D,UV-4,5.0,0.0
902,D,UV-4,10.0,0.0
903,D,UV-4,15.0,0.0
904,D,UV-4,20.0,0.0
905,D,UV-4,25.0,0.763002
906,D,UV-4,30.0,1.526
907,D,UV-4,35.0,11.445
908,D,UV-4,40.0,8.39302
909,D,UV-4,45.0,5.34101
910,D,UV-4,50.0,2.289
911,D,UV-4,55.0,1.526
912,D,UV-4,60.0,2.289
913,D,UV-4,65.0,1.526
914,D,UV-4,70.0,0.763002
915,D,UV-4,75.0,2.289
916,D,UV-4,80.0,2.289
917,D,UV-4,85.0,0.0
918,D,UV-4,90.0,0.0
919,D,UV-4,95.0,0.763002
920,D,UV-4,100.0,0.0
921,D,UV-4,105.0,0.763002
922,D,UV-4,110.0,1.526
923,D,UV-4,115.0,0.0
924,D,UV-4,120.0,0.0
925,D,UV-4,125.0,0.763002
926,D,UV-4,130.0,0.763002
927,D,UV-4,135.0,1.526
928,D,UV-4,140.0,0.0
929,D,UV-4,145.0,0.763002
930,D,UV-4,150.0,1.526
931,D,UV-4,155.0,2.289
932,D,UV-4,160.0,2.289
933,D,UV-4,165.0,0.0
934,D,UV-4,170.0,2.289
935,D,UV-4,175.0,3.05201
936,D,UV-4,180.0,2.289
937,D,UV-4,185.0,0.763002
938,D,UV-4,190.0,0.0
939,D,UV-4,195.0,2.289
940,D,UV-4,200.0,1.526
941,D,UV-4,205.0,1.526
942,D,UV-4,210.0,2.289
943,D,UV-4,215.0,3.05201
944,D,UV-4,220.0,0.763002
945,D,UV-4,225.0,2.289
946,D,UV-4,230.0,2.289
947,D,UV-4,235.0,2.289
948,D,UV-4,240.0,2.289
949,D,UV-4,245.0,2.289
950,D,UV-4,250.0,0.763002
951,D,UV-4,255.0,1.526
952,D,UV-4,260.0,1.526
953,D,UV-4,265.0,0.763002
954,D,UV-4,270.0,3.05201
955,D,UV-4,275.0,2.289
956,D,UV-4,280.0,1.526
957,D,UV-4,285.0,0.763002
958,D,UV-4,290.0,0.0
959,D,UV-4,295.0,2.289
960,D,UV-4,300.0,1.526
961,D,UV-4,305.0,0.763002
962,D,UV-4,310.0,1.526
963,D,UV-4,315.0,1.526
964,D,UV-4,320.0,0.763002
965,D,UV-4,325.0,0.0
966,D,UV-4,330.0,1.526
967,D,UV-4,335.0,0.0
968,D,UV-4,340.0,0.763002
969,D,UV-4,345.0,0.0
970,D,UV-4,350.0,0.763002
971,D,UV-4,355.0,1.526
972,D,UV-4,360.0,0.763002
973,D,UV-4,365.0,1.526
974,D,UV-4,370.0,1.526
975,D,UV-4,375.0,0.763002
976,D,UV-4,380.0,0.763002
977,D,UV-4,385.0,1.526
978,D,UV-4,390.0,0.763002
979,D,UV-4,395.0,0.0
980,D,UV-4,400.0,0.0
981,D,UV-4,405.0,0.0
982,D,UV-4,410.0,0.763002
983,D,UV-4,415.0,0.0
984,D,UV-4,420.0,0.763002
985,D,UV-4,425.0,1.526
986,D,UV-4,430.0,0.763002
987,D,UV-4,435.0,0.763002
988,D,UV-4,440.0,0.763002
989,D,UV-4,445.0,0.763002
990,D,UV-4,450.0,0.0
991,D,UV-4,455.0,1.526
992,D,UV-4,460.0,0.0
993,D,UV-4,465.0,0.0
994,D,UV-4,470.0,0.763002
995,D,UV-4,475.0,1.526
996,D,UV-4,480.0,0.763002
997,D,UV-4,485.0,0.763002
998,D,UV-4,490.0,0.763002
999,D,UV-4,495.0,2.289
1000,D,UV-5,0.0,0.0
1001,D,UV-5,5.0,0.0
1002,D,UV-5,10.0,0.0
1003,D,UV-5,15.0,0.0
1004,D,UV-5,20.0,0.0
1005,D,UV-5,25.0,0.830115
1006,D,UV-5,30.0,4.15058
1007,D,UV-5,35.0,5.81081
1008,D,UV-5,40.0,12.4517
1009,D,UV-5,45.0,4.98069
1010,D,UV-5,50.0,3.32046
1011,D,UV-5,55.0,0.0
1012,D,UV-5,60.0,3.32046
1013,D,UV-5,65.0,4.15058
1014,D,UV-5,70.0,1.66023
1015,D,UV-5,75.0,0.0
1016,D,UV-5,80.0,2.49035
1017,D,UV-5,85.0,3.32046
1018,D,UV-5,90.0,1.66023
1019,D,UV-5,95.0,1.66023
1020,D,UV-5,100.0,0.830115
